proto,state,service,dur,sbytes,dbytes,spkts,dpkts,sload,dload,sttl,dttl,smean,dmean,sinpkt,label
tcp,FIN,http,1.02819,1580,10168,12,18,11274.18066,74725.48438,31,29,132,565,93.438183,0
tcp,FIN,-,0.023909,2958,33044,48,50,969342.0625,10835752.0,31,29,62,661,0.502085,0
tcp,FIN,-,0.49224,514,268,10,6,7524.784668,3640.500488,254,252,51,45,54.598778,0
tcp,FIN,-,0.016758,2958,32642,48,50,1382981.25,15271512.0,31,29,62,653,0.357739,0
udp,CON,-,0.004612,568,312,4,4,738941.875,405897.6563,31,29,142,78,1.206667,0
tcp,FIN,http,1.01807,1580,10168,12,18,11386.25098,75468.28906,31,29,132,565,92.516908,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,CON,-,0.035998,520,304,4,4,86671.47656,50669.48047,31,29,130,76,6.981,0
tcp,FIN,http,0.004033,1052,824,8,10,1826927.75,1471857.125,31,29,132,82,0.524571,0
tcp,FIN,pop3,2.337664,1530,132832,34,118,5081.996582,450730.3125,62,252,45,1126,70.836121,1
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,http,2.941179,2912,441452,58,342,7784.633301,1197239.625,62,252,50,1291,51.599632,1
udp,CON,dns,0.001016,146,178,2,2,574803.125,700787.375,31,29,73,89,0.007,0
udp,INT,dns,4e-06,114,0,2,0,114000000.0,0.0,254,0,57,0,0.004,1
tcp,FIN,-,0.042768,3806,54798,64,66,700897.8125,10095024.0,31,29,59,830,0.68,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
tcp,FIN,-,0.071054,2054,2478,22,24,220789.8281,267402.2813,31,29,93,103,3.367286,0
udp,CON,dns,0.001092,146,178,2,2,534798.5,652014.625,31,29,73,89,0.001,0
tcp,FIN,smtp,0.021716,37268,3380,52,42,13465463.0,1215693.5,31,29,717,80,0.42746,0
tcp,FIN,-,0.017753,1540,1644,16,18,650706.9375,699825.375,31,29,96,91,1.162733,0
tcp,FIN,-,0.889243,774,556,14,10,6468.422852,4507.20459,254,252,55,56,68.40331,0
tcp,FIN,-,0.313818,5278,83812,92,92,133096.25,2113352.25,31,29,57,911,3.443275,0
unas,INT,-,5e-06,200,0,2,0,160000000.0,0.0,254,0,100,0,0.005,1
tcp,FIN,http,1.005824,1580,10168,12,18,11524.87988,76387.125,31,29,132,565,91.406635,0
tcp,FIN,ftp-data,0.363847,364,3754,8,10,7013.9375,74294.96875,62,252,46,375,51.978143,1
tcp,FIN,ftp-data,0.048064,424,8824,8,12,61750.99609,1346371.5,31,29,53,735,6.821571,0
tcp,FIN,http,0.81784,694,268,10,6,6113.665527,2191.137695,254,252,69,45,90.871111,0
tcp,FIN,dns,0.699283,628,12108,12,14,6589.606934,128634.6172,254,252,52,865,63.558543,1
udp,INT,-,4e-06,1024,0,2,0,1024000000.0,0.0,254,0,512,0,0.004,1
tcp,FIN,-,0.179652,1540,1644,16,18,64302.09375,69155.92188,31,29,96,91,11.956,0
tcp,FIN,http,1.676657,68197,698,60,16,319974.8125,3125.266602,254,252,1137,44,28.417915,0
tcp,FIN,http,0.00393,1052,824,8,10,1874809.125,1510432.5,31,29,132,82,0.512714,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.684,0
tcp,FIN,ftp,2.622746,2934,3740,52,54,8778.585938,11197.42481,31,29,56,69,52.448439,0
udp,CON,-,0.004535,568,312,4,4,751488.4375,412789.4375,31,29,142,78,1.209333,0
udp,CON,dns,0.001044,130,162,2,2,498084.2813,620689.625,31,29,65,81,0.008,0
udp,CON,dns,0.000948,146,178,2,2,616033.75,751054.875,31,29,73,89,0.001,0
tcp,FIN,-,0.513416,4264,3080,28,30,64072.80078,46402.91797,31,29,152,103,19.003371,0
tcp,FIN,-,1.085212,68201,612,60,14,494391.875,4194.572266,254,252,1137,44,17.999814,0
udp,INT,-,1e-05,1064,0,2,0,425600000.0,0.0,254,0,532,0,0.01,0
tcp,FIN,http,1.073028,1684,10168,14,18,11660.45996,71602.97656,31,29,120,565,82.513925,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,0.0,0
tcp,FIN,smtp,0.256773,37268,3276,52,40,1138811.375,99543.17969,31,29,717,82,5.233163,0
udp,CON,-,0.001717,544,304,4,4,1900990.0,1062318.0,31,29,136,76,0.436667,0
tcp,FIN,-,0.016912,2958,33044,48,50,1370387.875,15318827.0,31,29,62,661,0.359565,0
tcp,FIN,-,0.121921,4118,59460,70,70,266402.0,3845834.5,31,29,59,849,1.788176,0
udp,CON,dns,0.000951,146,178,2,2,614090.4375,748685.5625,31,29,73,89,0.001,0
tcp,FIN,smtp,4.55546,50842,1998,56,26,87692.57031,3375.290283,62,252,908,77,82.806363,1
tcp,FIN,-,1.370377,994,814,12,10,5324.08252,4279.114746,254,252,83,81,124.579724,1
tcp,FIN,-,0.969788,2516,268,10,6,18684.49609,1847.826538,254,252,252,45,96.192667,0
tcp,FIN,http,1.426992,2668,3008,12,10,13712.76074,15181.58398,254,252,222,301,129.633906,1
pgm,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
udp,INT,-,1e-05,2134,0,2,0,853600000.0,0.0,254,0,1067,0,0.01,1
tcp,FIN,-,0.816692,34230,440,34,10,325449.5,3879.063477,254,252,1007,44,24.748243,0
tcp,FIN,ftp,2.947633,1236,1654,24,22,3216.139893,4285.472168,62,252,52,75,133.983313,1
tcp,FIN,-,0.007113,4096,2456,18,18,4351469.0,2609307.0,31,29,228,136,0.399235,0
tcp,FIN,-,41.667175,5628,708,22,16,1031.603394,127.486443,254,252,256,44,1981.187717,1
tcp,FIN,-,0.582789,12726,548216,220,438,173908.5625,7508240.5,31,29,58,1252,2.696593,0
tcp,FIN,-,2.319986,564,354,10,8,1751.734619,1068.971924,254,252,56,44,257.776222,1
tcp,FIN,-,0.026517,1540,1644,16,18,435645.0625,468529.625,31,29,96,91,1.746067,0
tcp,FIN,http,3.308675,854,1272,10,10,1859.354492,2768.479736,62,252,85,127,367.527111,0
udp,INT,-,3e-06,1064,0,2,0,1418666624.0,0.0,254,0,532,0,0.003,0
tcp,FIN,http,0.452968,1046,268,10,6,16636.9375,3956.129395,254,252,105,45,46.004889,1
tcp,FIN,-,0.005432,2054,2478,22,24,2888070.75,3497791.0,31,29,93,103,0.242238,0
udp,CON,dns,0.001017,146,178,2,2,574238.0,700098.375,31,29,73,89,0.009,0
tcp,FIN,-,0.019405,1540,1644,16,18,595310.5,640247.375,31,29,96,91,1.2738,0
udp,REQ,dns,56.052166,9200,0,50,0,1286.80127,0.0,254,0,184,0,1141.2765,1
tcp,FIN,-,0.040261,7818,15800,122,126,1540746.625,3114676.75,31,29,64,125,0.344103,0
tcp,FIN,-,0.034926,2198,34406,28,42,485598.0938,7693294.0,31,29,79,819,1.281889,0
udp,CON,-,0.004204,568,304,4,4,810656.5625,433872.5,31,29,142,76,1.158667,0
tcp,FIN,-,0.011432,2438,19266,38,40,1661301.5,13145556.0,31,29,64,482,0.308333,0
tcp,FIN,-,0.044939,2958,32642,48,50,515721.3125,5694831.0,31,29,62,653,0.97013,0
udp,CON,dns,0.001068,130,162,2,2,486891.4063,606741.5625,31,29,65,81,0.008,0
udp,CON,-,0.004814,568,320,4,4,707935.1875,398836.75,31,29,142,80,1.247,0
tcp,FIN,http,0.503365,764,1244,10,8,10934.41211,17307.52148,62,252,76,156,55.929444,1
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.028959,3614,50036,60,62,981801.8125,13599641.0,31,29,60,807,0.493776,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
tcp,FIN,-,2.065253,21800,728,30,14,81632.60938,2618.56543,254,252,727,52,70.069585,0
tcp,FIN,-,1.763015,13454,548216,234,438,60791.3125,2481952.75,31,29,57,1252,7.565253,0
udp,CON,dns,0.001024,146,178,2,2,570312.5,695312.5,31,29,73,89,0.01,0
tcp,FIN,-,0.005818,1920,4312,22,24,2520453.75,5683052.5,31,29,87,180,0.260857,0
udp,CON,-,0.004497,520,304,4,4,693795.875,405603.7188,31,29,130,76,0.396333,0
tcp,FIN,http,1.241756,1684,10168,14,18,10076.05371,61873.67188,31,29,120,565,95.49369,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.644,0
tcp,FIN,-,0.816779,23364,354,24,8,219310.2344,3036.316895,254,252,974,44,35.512131,1
tcp,FIN,-,0.974913,1066,826,12,10,8025.331543,6105.160156,254,252,89,83,78.573092,0
tcp,FIN,http,1.296458,68117,612,58,14,413082.4063,3511.104736,254,252,1174,44,22.743052,0
udp,CON,dns,0.001043,130,162,2,2,498561.8438,621284.75,31,29,65,81,0.005,0
tcp,FIN,-,0.788849,7810,15494,122,126,78554.96094,155892.9531,31,29,64,123,6.516579,0
tcp,FIN,http,1.159842,1684,10168,14,18,10787.67578,66243.50781,31,29,120,565,89.191536,0
tcp,FIN,ftp,2.803852,756,768,14,14,2002.95874,2037.197388,254,252,54,55,215.588313,0
tcp,FIN,http,1.026119,1684,10168,14,18,12193.51758,74876.30469,31,29,120,565,78.906151,0
tcp,FIN,-,0.735447,608,646,10,10,5961.000488,6330.84375,254,252,61,65,81.716333,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.808,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
aris,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,INT,dns,4e-06,114,0,2,0,114000000.0,0.0,254,0,57,0,0.004,1
tcp,FIN,http,1.03383,1684,10168,14,18,12102.56934,74317.82813,31,29,120,565,79.499233,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.68,0
tcp,FIN,-,0.383264,534,268,10,6,10040.07715,4675.628418,254,252,53,45,42.485889,0
tcp,FIN,-,0.006434,4320,2456,18,18,5073049.5,2884675.0,31,29,240,136,0.356059,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.423848,534,268,10,6,9078.726562,4227.930664,254,252,53,45,46.991667,0
udp,CON,dns,0.001199,146,178,2,2,487072.5313,593828.1875,31,29,73,89,0.009,0
udp,CON,-,0.004628,568,304,4,4,736387.25,394122.75,31,29,142,76,1.209,0
tcp,FIN,http,0.39375,864,1332,10,8,15806.9834,23690.1582,62,252,86,167,43.75,0
tcp,FIN,-,0.032028,3718,50036,62,62,913950.25,12296490.0,31,29,60,807,0.536542,0
leaf-2,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,http,27.734625,16056,3088502,364,2306,4618.630859,890486.3125,62,252,44,1339,76.40395,1
udp,INT,-,1.1e-05,168,0,2,0,61090908.0,0.0,254,0,84,0,0.011,0
udp,CON,-,0.064175,568,312,4,4,53104.78906,29170.23633,31,29,142,78,16.341333,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.02796,3614,50036,60,62,1016881.25,14085551.0,31,29,60,807,0.468254,0
tcp,FIN,-,0.866143,534,354,10,8,4442.68457,2863.268555,254,252,53,44,96.215667,0
udp,CON,dns,0.000995,146,178,2,2,586934.6875,715577.875,31,29,73,89,0.009,0
tcp,FIN,-,0.007182,1920,4416,22,26,2041771.0,4730715.5,31,29,87,170,0.360368,0
tcp,FIN,-,2.4928,534,354,10,8,1543.645752,994.865234,254,252,53,44,9194.9704,1
tcp,FIN,-,0.018426,1540,1644,16,18,626940.25,674264.625,31,29,96,91,1.208,0
tcp,FIN,-,0.031002,3614,50036,60,62,917102.125,12703438.0,31,29,60,807,0.518136,0
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
tcp,FIN,smtp,0.032808,37938,3276,54,40,9079737.0,779078.3125,31,29,703,82,0.623788,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.648,0
udp,CON,dns,0.001082,146,178,2,2,539741.25,658040.6875,31,29,73,89,0.009,0
unas,INT,-,5e-06,200,0,2,0,160000000.0,0.0,254,0,100,0,0.005,1
tcp,FIN,-,1.540322,718,354,10,8,3360.336426,1610.052979,254,252,72,44,167.593667,0
udp,CON,dns,0.001061,146,178,2,2,550424.125,671065.0,31,29,73,89,0.005,0
tcp,CON,-,0.860267,986,86,6,2,7644.138672,399.875854,62,252,164,43,172.0534,0
udp,INT,-,3e-06,78,0,2,0,104000000.0,0.0,254,0,39,0,0.003,0
tcp,FIN,-,0.551815,4342,63516,74,74,62107.77344,908391.4375,31,29,59,858,7.554891,0
tcp,FIN,http,59.986298,19884,3531055,454,2642,2646.071045,470736.7188,62,252,44,1337,132.712705,1
udp,CON,dns,0.001062,146,178,2,2,549905.8125,670433.125,31,29,73,89,0.01,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,http,1.283847,1580,10168,12,18,9029.113281,59845.13672,31,29,132,565,116.682179,0
zero,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.38731,534,268,10,6,9935.194336,4626.784668,254,252,53,45,40.863667,0
tcp,FIN,-,39.559223,3910,51808,66,66,778.781738,10318.50391,31,29,59,785,618.106846,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,0.050369,3736,2560,18,20,560503.5,386269.3438,31,29,208,128,2.944176,0
unas,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
udp,INT,-,8e-06,104,0,2,0,52000000.0,0.0,254,0,52,0,0.008,1
ptp,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
tcp,FIN,-,1.11352,956,622,14,12,6379.768555,4102.306152,254,252,68,52,82.525541,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.648,0
tcp,FIN,-,0.658971,1534,268,10,6,16765.5332,2719.391357,254,252,153,45,71.124889,0
udp,INT,dns,6e-06,114,0,2,0,76000000.0,0.0,254,0,57,0,0.006,1
udp,CON,-,0.004688,568,320,4,4,726962.5,409556.3125,31,29,142,80,1.222333,0
udp,CON,dns,0.00107,146,178,2,2,545794.375,665420.5625,31,29,73,89,0.008,0
swipe,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
udp,CON,-,0.004761,568,320,4,4,715816.0,403276.5938,31,29,142,80,1.219333,0
tcp,FIN,http,1.595955,810,1176,10,10,3654.238281,5308.42041,62,252,81,118,177.328333,0
sctp,CON,-,0.23472,536,440,4,2,13701.43066,7498.29541,254,60,134,220,78.24,1
tcp,FIN,ftp-data,0.523246,424,8824,8,12,5672.28418,123674.1406,31,29,53,735,74.699145,0
udp,CON,dns,0.001811,146,178,2,2,322473.75,393152.9375,31,29,73,89,0.009,0
udp,CON,dns,0.001113,146,178,2,2,524708.0,639712.5,31,29,73,89,0.009,0
udp,CON,dns,0.001037,146,178,2,2,563163.0,686595.9375,31,29,73,89,0.009,0
tcp,FIN,-,0.067968,2958,32642,48,50,340983.9688,3765301.25,31,29,62,653,1.47087,0
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,CON,dns,0.001091,146,178,2,2,535288.6875,652612.25,31,29,73,89,0.009,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.480368,824,354,10,8,12357.19336,5162.708496,254,252,82,44,50.765,1
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
udp,CON,dns,0.000991,130,162,2,2,524722.5,653885.0,31,29,65,81,0.002,0
tcp,FIN,ftp,1.04873,2934,3742,52,54,21954.17188,28018.65039,31,29,56,69,20.556902,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.636,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,INT,dns,5e-06,114,0,2,0,91200000.0,0.0,254,0,57,0,0.005,1
tcp,FIN,http,0.003873,1052,824,8,10,1902401.25,1532662.0,31,29,132,82,0.503714,0
tcp,FIN,-,0.979121,504,268,10,6,3709.449463,1830.213013,254,252,50,45,105.026222,0
tcp,FIN,-,0.004367,1470,1728,22,14,2572017.5,2940233.5,31,29,67,123,0.207952,0
tcp,FIN,ftp,0.527799,588,682,12,12,8169.776367,9488.459961,254,252,49,57,47.981729,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.883297,2224,15634,14,18,18711.71289,133735.3125,254,252,159,869,65.607772,1
tcp,FIN,-,0.034903,2958,32940,48,48,664011.6875,7392831.5,31,29,62,686,0.735681,0
tcp,FIN,-,0.02389,3598,48710,60,62,1185098.375,16048556.0,31,29,60,786,0.406466,0
tcp,FIN,ssh,0.006181,3728,5474,32,24,4674972.0,6789840.0,31,29,117,228,0.199387,0
tcp,FIN,http,1.373653,1580,10168,12,18,8438.8125,55932.60938,31,29,132,565,124.84654,0
tcp,FIN,-,0.341294,17266,354,20,8,384489.625,7266.462402,254,252,863,44,16.872316,0
tcp,FIN,-,0.06198,4238,63516,72,74,539528.875,8087512.0,31,29,59,858,0.868592,0
tcp,FIN,http,1.058966,1684,10168,14,18,11815.29883,72553.78906,31,29,120,565,81.433154,0
tcp,FIN,-,0.177133,2054,2478,22,24,88566.21875,107264.0391,31,29,93,103,8.419,0
tcp,FIN,-,0.030996,4238,63516,72,74,1078848.875,16171893.0,31,29,59,858,0.438371,0
udp,CON,dns,0.001151,146,178,2,2,507384.875,618592.5,31,29,73,89,0.01,0
tcp,FIN,http,14.567707,19514,1087900,366,746,10687.2002,596630.3125,31,29,53,1458,40.02031,0
udp,CON,-,0.001641,520,304,4,4,1901279.625,1111517.375,31,29,130,76,0.424,0
tcp,FIN,-,0.068034,5174,83812,90,92,601699.125,9748185.0,31,29,57,911,0.760449,0
tcp,FIN,ftp-data,0.04897,528,8824,10,12,77761.89844,1321462.125,31,29,53,735,5.407,0
tcp,FIN,-,0.043662,3182,39076,52,54,571847.375,7027254.5,31,29,61,724,0.86672,0
tcp,FIN,-,0.394553,4456,3080,28,30,87126.44531,60382.25391,31,29,159,103,14.601592,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.736,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.93881,564,354,10,8,4328.884277,2641.64209,254,252,56,44,102.928444,1
udp,INT,-,6e-06,78,0,2,0,52000000.0,0.0,254,0,39,0,0.006,0
udp,CON,dns,0.001119,146,178,2,2,521894.5313,636282.375,31,29,73,89,0.005,0
tcp,FIN,http,1.212379,834,2192,10,10,4955.546387,13019.03125,62,252,83,219,134.591444,1
tcp,FIN,http,0.895415,862,268,10,6,6933.098145,2001.306641,254,252,86,45,96.764667,1
tcp,FIN,http,1.168574,1684,10168,14,18,10707.06738,65748.51563,31,29,120,565,89.864154,0
udp,CON,dns,0.001158,146,178,2,2,504317.8125,614853.1875,31,29,73,89,0.004,0
tcp,FIN,-,0.025757,3614,50036,60,62,1103855.25,15290290.0,31,29,60,807,0.431373,0
tcp,FIN,-,0.031515,7818,15180,122,126,1968332.625,3822941.75,31,29,64,120,0.273439,0
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.568,0
tcp,FIN,http,0.644174,810,1252,10,8,9053.455078,13611.22949,62,252,81,157,71.563444,1
dcn,INT,-,3e-06,200,0,2,0,266666656.0,0.0,254,0,100,0,0.003,1
tcp,FIN,-,0.749802,2350,2422,18,16,23686.25391,24230.39648,62,252,131,151,44.106,1
udp,CON,dns,0.001086,146,178,2,2,537753.25,655616.9375,31,29,73,89,0.033,0
udp,INT,dns,1e-05,114,0,2,0,45600000.0,0.0,254,0,57,0,0.01,1
tcp,FIN,-,0.030289,4238,63516,72,74,1104031.125,16549374.0,31,29,59,858,0.421493,0
tcp,FIN,-,1.110502,17266,354,20,8,118166.375,2233.224365,254,252,863,44,55.93995,0
udp,CON,dns,0.001048,130,162,2,2,496183.2188,618320.625,31,29,65,81,0.009,0
tcp,FIN,-,0.041208,1168,2364,14,14,210638.7188,426325.0,31,29,83,169,3.142615,0
tcp,FIN,-,0.047933,4014,59460,68,70,660088.0,9782154.0,31,29,59,849,0.721485,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.082891,3598,48710,60,62,341556.9688,4625351.0,31,29,60,786,1.423931,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,CON,dns,0.001025,146,178,2,2,569756.125,694634.125,31,29,73,89,0.008,0
tcp,FIN,-,0.053008,5174,83812,90,92,772260.75,12511470.0,31,29,57,911,0.591787,0
tcp,FIN,-,0.496613,484,268,10,6,7023.577637,3608.443604,254,252,48,45,52.469,0
tcp,FIN,-,0.093707,3926,57474,66,68,330135.4063,4834558.5,31,29,59,845,1.482333,0
udp,INT,-,9e-06,244,0,2,0,108444440.0,0.0,254,0,122,0,0.009,1
udp,CON,-,0.004567,568,312,4,4,746222.875,409897.0938,31,29,142,78,1.218667,0
tcp,FIN,-,0.031204,2958,33044,48,50,742725.3125,8302525.5,31,29,62,661,0.657383,0
tcp,FIN,-,0.010875,2542,19162,40,38,1823632.25,13725426.0,31,29,64,504,0.270436,0
tcp,FIN,-,0.099195,3702,48918,62,62,293805.125,3881566.5,31,29,60,789,1.620213,0
tcp,FIN,-,0.017754,1540,1644,16,18,650670.3125,699786.0,31,29,96,91,1.163333,0
tcp,FIN,-,0.045887,4014,59460,68,70,689519.875,10218319.0,31,29,59,849,0.680149,0
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
udp,CON,dns,0.001053,146,178,2,2,554605.875,676163.375,31,29,73,89,0.006,0
tcp,FIN,-,3.250448,22222,814,32,16,52984.69531,1880.356201,254,252,694,51,104.853157,0
udp,INT,dns,3e-06,114,0,2,0,152000000.0,0.0,254,0,57,0,0.003,1
udp,CON,dns,0.001055,146,178,2,2,553554.5,674881.5,31,29,73,89,0.009,0
udp,CON,dns,0.001017,146,178,2,2,574238.0,700098.375,31,29,73,89,0.009,0
tcp,FIN,ssh,0.007272,3728,5474,32,24,3973597.5,5771177.0,31,29,117,228,0.2424,0
tcp,CON,-,0.36312,986,86,6,2,18109.7168,947.345276,62,252,164,43,72.624,0
udp,INT,-,2e-06,104,0,2,0,208000000.0,0.0,254,0,52,0,0.002,0
tcp,FIN,pop3,2.148227,972,5898,20,22,3440.977295,20966.12695,62,252,49,268,113.013104,1
ospf,INT,-,9.455081,5248,0,82,0,4386.212891,0.0,254,0,64,0,116.729398,1
unas,INT,-,9e-06,200,0,2,0,88888888.0,0.0,254,0,100,0,0.009,1
arp,INT,-,0.0,46,0,1,0,0.0,0.0,0,0,46,0,60000.812,0
tcp,FIN,ftp-data,0.294693,8928,320,14,6,225074.9063,7248.221191,31,29,638,53,22.668692,0
tcp,FIN,ftp-data,0.047122,320,1930,6,8,45329.14453,286745.0313,31,29,53,241,9.3562,0
udp,CON,dns,0.000974,132,164,2,2,542094.4375,673511.25,31,29,66,82,0.009,0
tcp,FIN,-,0.479147,17802,354,20,8,282368.4688,5175.864746,254,252,890,44,24.479,0
udp,CON,dns,0.001098,130,162,2,2,473588.3438,590163.9375,31,29,65,81,0.031,0
udp,CON,dns,0.001062,146,178,2,2,549905.8125,670433.125,31,29,73,89,0.009,0
tcp,FIN,http,1.005686,1580,10168,12,18,11526.45996,76397.60156,31,29,132,565,91.394271,0
udp,INT,-,4e-06,1972,0,2,0,1972000000.0,0.0,254,0,986,0,0.004,1
tcp,FIN,-,29.231934,4550,72810,78,80,1229.340454,19677.11133,31,29,58,910,379.63117,0
udp,CON,-,0.001613,520,304,4,4,1934284.0,1130812.25,31,29,130,76,0.414,0
tcp,FIN,-,0.438058,4456,2976,28,28,78473.625,52413.15234,31,29,159,106,16.212593,0
tcp,FIN,ftp-data,0.06311,320,1838,6,8,33845.66406,203961.3281,31,29,53,230,12.5586,0
udp,INT,-,8e-06,104,0,2,0,52000000.0,0.0,254,0,52,0,0.008,0
tcp,FIN,-,0.026989,2958,32642,48,50,858720.25,9482382.0,31,29,62,653,0.578217,0
tcp,FIN,-,0.028912,3614,50036,60,62,983397.875,13621749.0,31,29,60,807,0.484915,0
tcp,FIN,-,6.821627,13454,548216,234,438,15711.20801,641448.125,31,29,57,1252,29.402185,0
tcp,CON,smtp,59.949772,11063467,54180,8324,1260,1476187.5,7224.314453,254,252,1329,43,7.220818,1
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
tcp,FIN,-,0.154961,4966,75704,86,88,253431.5,3863888.25,31,29,58,860,1.84006,0
udp,CON,dns,0.001062,146,178,2,2,549905.8125,670433.125,31,29,73,89,0.009,0
udp,INT,dns,8e-06,114,0,2,0,57000000.0,0.0,254,0,57,0,0.008,1
ospf,INT,-,59.760056,48960,0,180,0,6517.79834,0.0,254,0,272,0,333.854969,1
udp,CON,dns,0.001053,130,162,2,2,493827.1563,615384.625,31,29,65,81,0.009,0
tcp,FIN,-,0.789072,832,354,10,8,7593.730469,3142.932617,254,252,83,44,87.674667,0
udp,CON,dns,0.001075,146,178,2,2,543255.8125,662325.5625,31,29,73,89,0.009,0
udp,CON,dns,0.00103,146,178,2,2,566990.25,691262.125,31,29,73,89,0.005,0
tcp,FIN,http,0.505047,874,268,10,6,12466.16602,3548.18457,254,252,87,45,56.116333,1
tcp,FIN,-,1.129112,7814,14990,122,126,54910.40625,105371.2969,31,29,64,119,9.484823,0
tcp,FIN,ftp-data,0.004024,320,1932,6,8,530815.125,3361829.0,31,29,53,242,0.7422,0
tcp,FIN,-,0.01188,2558,23162,40,42,1680134.625,15226262.0,31,29,64,551,0.293718,0
udp,CON,-,0.004459,568,312,4,4,764296.875,419825.0625,31,29,142,78,1.175667,0
tcp,FIN,-,0.018175,1540,1644,16,18,635598.3125,683576.3125,31,29,96,91,1.1918,0
tcp,FIN,-,0.020835,1540,1644,16,18,554451.6875,596304.3125,31,29,96,91,1.367867,0
udp,INT,-,4e-06,168,0,2,0,168000000.0,0.0,254,0,84,0,0.004,1
tcp,FIN,ftp-data,0.128033,8928,424,14,8,518053.9375,23181.52344,31,29,638,53,9.848692,0
tcp,FIN,http,1.286894,1684,10168,14,18,9722.634766,59703.44141,31,29,120,565,98.965536,0
tcp,FIN,ssh,5.095867,9504,12402,108,116,14782.17481,19303.48633,31,29,88,107,47.621783,0
tcp,FIN,-,0.298602,2054,2478,22,24,52538.16016,63629.84375,31,29,93,103,14.202904,0
udp,INT,-,4e-06,1064,0,2,0,1064000000.0,0.0,254,0,532,0,0.004,0
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
udp,INT,dns,7e-06,114,0,2,0,65142856.0,0.0,254,0,57,0,0.007,1
udp,INT,dns,9e-06,114,0,2,0,50666664.0,0.0,254,0,57,0,0.009,1
